cellId,fdn,neighbourCellId,neighbourFdn,rank,distance_m,cosited,bearing_deg,azimuth_diff_deg
829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",2,0.0,True,,
829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",105,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd105",3,699.33,False,350.3,3.0
829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",95,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd095",4,699.33,False,350.3,3.0
829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",390,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd390",5,699.33,False,350.3,3.0
829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",6,992.35,False,253.4,99.9
829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",7,992.35,False,253.4,99.9
829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",8,992.35,False,253.4,99.9
891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",1,0.0,True,,
891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",2,0.0,True,,
891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",105,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd105",3,699.33,False,350.3,123.0
891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",95,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd095",4,699.33,False,350.3,123.0
891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",390,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd390",5,699.33,False,350.3,123.0
891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",6,992.35,False,253.4,140.1
891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",7,992.35,False,253.4,140.1
891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",8,992.35,False,253.4,140.1
7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",1,0.0,True,,
7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",2,0.0,True,,
7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",3,784.08,False,82.4,179.9
7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",4,784.08,False,82.4,179.9
7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",5,784.08,False,82.4,179.9
7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",617,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd617",6,1063.73,False,177.4,85.1
7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",28,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd028",7,1063.73,False,177.4,85.1
7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",575,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd575",8,1063.73,False,177.4,85.1
778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",1,0.0,True,,
778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",2,0.0,True,,
778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",3,784.08,False,82.4,59.9
778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",4,784.08,False,82.4,59.9
778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",5,784.08,False,82.4,59.9
778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",617,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd617",6,1063.73,False,177.4,154.9
778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",28,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd028",7,1063.73,False,177.4,154.9
778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",575,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd575",8,1063.73,False,177.4,154.9
826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",1,0.0,True,,
826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",2,0.0,True,,
826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",3,784.08,False,82.4,60.1
826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",4,784.08,False,82.4,60.1
826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",5,784.08,False,82.4,60.1
826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",617,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd617",6,1063.73,False,177.4,34.9
826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",28,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd028",7,1063.73,False,177.4,34.9
826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",575,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd575",8,1063.73,False,177.4,34.9
164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",1,0.0,True,,
164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",2,0.0,True,,
164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",3,784.08,False,262.4,93.8
164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",4,784.08,False,262.4,93.8
164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",5,784.08,False,262.4,93.8
164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",353,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd353",6,1140.5,False,3.8,7.6
164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",619,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd619",7,1140.5,False,3.8,7.6
164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",271,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd271",8,1140.5,False,3.8,7.6
715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",1,0.0,True,,
715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",2,0.0,True,,
715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",3,784.08,False,262.4,146.2
715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",4,784.08,False,262.4,146.2
715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",5,784.08,False,262.4,146.2
715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",353,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd353",6,1140.5,False,3.8,112.4
715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",619,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd619",7,1140.5,False,3.8,112.4
715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",271,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd271",8,1140.5,False,3.8,112.4
433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",164,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd164",1,0.0,True,,
433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",715,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd715",2,0.0,True,,
433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",7,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd007",3,784.08,False,262.4,26.2
433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",778,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd778",4,784.08,False,262.4,26.2
433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",826,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=143,EUtranCellFDD=eutranCellFdd826",5,784.08,False,262.4,26.2
433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",353,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd353",6,1140.5,False,3.8,127.6
433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",619,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd619",7,1140.5,False,3.8,127.6
433,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=755,EUtranCellFDD=eutranCellFdd433",271,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=559,EUtranCellFDD=eutranCellFdd271",8,1140.5,False,3.8,127.6
349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",1,0.0,True,,
349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",221,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd221",2,0.0,True,,
349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",827,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=90,EUtranCellFDD=eutranCellFdd827",3,960.82,False,8.2,121.7
349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",45,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=90,EUtranCellFDD=eutranCellFdd045",4,960.82,False,8.2,121.7
349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",748,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=90,EUtranCellFDD=eutranCellFdd748",5,960.82,False,8.2,121.7
349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",6,1170.92,False,193.3,53.2
349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",7,1170.92,False,193.3,53.2
349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",8,1170.92,False,193.3,53.2
160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",1,0.0,True,,
160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",221,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd221",2,0.0,True,,
160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",827,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=90,EUtranCellFDD=eutranCellFdd827",3,960.82,False,8.2,1.7
160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",45,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=90,EUtranCellFDD=eutranCellFdd045",4,960.82,False,8.2,1.7
160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",748,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=90,EUtranCellFDD=eutranCellFdd748",5,960.82,False,8.2,1.7
160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",6,1170.92,False,193.3,173.2
